ID,num_bars,avg_bar_len,std_bar_len,avg_bar_conf,std_bar_conf,num_beats,avg_beat_len,std_beat_len,avg_beat_conf,std_beat_conf,num_tatums,avg_tatum_len,std_tatum_len,avg_tatum_conf,std_tatum_conf,num_sections,avg_section_len,std_section_len,avg_section_conf,std_section_conf,duration,key_val,key_conf,tempo_val,tempo_conf,genre
"TRUNSWO1447B3976F1",212,1.4187403301886794,0.088177319412949692,0.43343867924528284,0.2030028836447082,852,0.35512645539906096,0.0068727676098425837,0.44392253521126784,0.15327535475344156,1704,0.17756323943661967,0.0034363817360164844,0.44392253521126773,0.15327535475344176,14,22.119047857142856,11.175305947773024,-1,-1,309.66667,8,0.663,170.686,0.101,"Rock"
"TRAUPDK145612AA397",31,2.3683761290322578,0.24535998164221334,0.4614838709677419,0.20340359862451474,124,0.60813516129032252,0.018094768023179927,0.38916129032258062,0.13814650866525577,248,0.30379338709677411,0.0088093946266963111,0.38916129032258062,0.13814650866525571,4,18.958367500000001,5.6522837343253345,-1,-1,75.83347,2,0.436,100.751,0.158,"Classical"
"TRBHHFH1447C9F515A",710,1.9756971126760563,0.3146667652173773,0.4027563380281694,0.20916620807547875,2124,0.66115476930320138,0.10018103803713176,0.08436393596986784,0.063540783044686203,4248,0.33062117467043312,0.12219478322602545,0.084363935969868034,0.063540783044686161,35,40.194285999999998,56.674576308715167,-1,-1,1406.8,5,0.484,78.844,0.043000000000000003,"Rock"
"TRNJVPK1447C4C8DDB",285,1.7489145263157895,0.44726987919756772,0.46720350877193018,0.19811055035794317,1141,0.44000310254163016,0.10655760603399404,0.42138212094653843,0.18896702315907254,2281,0.21997458570802278,0.053274909616686884,0.42153572994300736,0.18886594497764023,20,25.093224000000003,16.34567210599656,-1,-1,501.86449,0,0.386,120.583,0.047,"Blues"
"TRCWRQG1447C7F43C4",172,1.3656130813953489,0.054836767640630057,0.51232558139534901,0.19918102330108317,688,0.34241719476744181,0.010130651544014895,0.59122674418604559,0.10373702376057443,1376,0.17129285610465114,0.057322732464328424,0.59122674418604648,0.10373702376057448,14,17.20536357142857,6.4157425476541752,-1,-1,240.8751,5,0.17,175.139,0.209,"Jazz"
"TREHSFJ1447CC77519",280,2.1011149285714286,0.23221347542877271,0.51030714285714307,0.19724712188479901,1101,0.53531765667574926,0.01864060335203984,0.50745504087193483,0.19343457453924345,2202,0.2677385467756585,0.089754847690254921,0.50745504087193349,0.19343457453924326,29,20.338578275862066,8.0223849177411388,-1,-1,589.81878,0,0.292,114.289,0.485,"World"
"TRHXLCF1447C7AACF5",205,1.7099647317073172,0.15470318354695128,0.46532682926829316,0.20934831638413837,811,0.4333437977805179,0.010234085145749484,0.4775819975339084,0.15821399646410636,1622,0.216671905055487,0.0051170452332834166,0.47758199753391023,0.15821399646410647,20,17.692734499999997,7.1703640510070858,-1,-1,353.85469,7,0.028,137.961,0.629,"Jazz"
"TRKHLOM1447C98578C",70,2.6065897142857146,0.59935934168069638,0.43828571428571428,0.2217778259466727,278,0.66352658273381282,0.13886013445363138,0.20627338129496392,0.10318780850380842,556,0.33176332733812947,0.069430046192470049,0.20627338129496392,0.10318780850380846,4,46.249794999999999,54.218976866177819,-1,-1,184.99918,2,0.8150000000000001,73.194,0.245,"Rock"
"TROFSNZ145614C60EC",27,2.7322000000000002,0.2679273436890981,0.49233333333333329,0.24505524698335696,112,0.6975725892857142,0.01874810955924892,0.54877678571428579,0.20347826796128743,223,0.34819847533632275,0.11661123746281091,0.54769058295964101,0.20328499125406899,6,12.965441666666669,4.4358251734501319,-1,-1,77.79265,2,0.359,86.276,0.018000000000000002,"World"
"TROJHMH1447BB3E416",124,2.3306191935483871,0.35033805632651344,0.45559677419354855,0.20688702384334176,484,0.59816946280991723,0.021908546025869079,0.44541735537190102,0.20752586065184006,968,0.29908472107438022,0.010954272550575087,0.44541735537190097,0.20752586065183992,14,21.276734285714287,7.634171296085885,-1,-1,297.87429,5,0.5710000000000001,100.249,0.057,"Classical"
"TRRDFPN1447C89C12D",224,1.3724757142857142,0.1356222594503512,0.38894196428571426,0.20257483455785319,676,0.45718375739644962,0.045446522690293562,0.35964497041420157,0.1612159270587904,1352,0.22859187869822484,0.022723261610430274,0.35964497041420107,0.16121592705879012,15,22.071725999999998,8.5821868538011525,-1,-1,331.07592,1,0.503,123.178,0.024,"Classical"
"TREDUCO1447CB1DA00",91,1.9780797802197805,0.072727847758009015,0.46771428571428547,0.21386450911139238,367,0.49296585831062656,0.010274610078937627,0.56358583106266957,0.24954331610209546,734,0.24648291553133511,0.0051373053720850693,0.56358583106267135,0.24954331610209537,5,37.344656000000001,50.818144687562771,-1,-1,186.72327,0,0.71,122.212,0.17,"World"
"TREKBQO1447CCFE6BF",202,1.7114283663366336,0.09071399894590039,0.50252475247524753,0.2001689679344644,813,0.42900752767527672,0.012889168957750214,0.33146617466174694,0.15293483293216478,1626,0.21450376383763831,0.0064445854999751395,0.33146617466174694,0.15293483293216495,18,19.754376111111114,8.3025264417211773,-1,-1,355.57878,8,0.0,138.926,0.483,"World"
"TRNNFIQ1447CCCF9F5",93,1.3606507526881721,0.13720666241572019,0.44158064516129009,0.18945878336232436,371,0.34473973045822093,0.012074612065450269,0.23028571428571445,0.13974138333508634,742,0.17252576819407006,0.057810928777653675,0.23028571428571495,0.1397413833350864,9,14.312201111111111,4.9160518626806029,-1,-1,128.8098,2,0.613,173.866,0.21,"World"
"TRETZDN1447C506D89",42,3.2800852380952379,0.47115460913154122,0.44847619047619042,0.19512245704334083,172,0.8250060465116279,0.10968334764515983,0.42413372093023266,0.18568083275770969,344,0.41320473837209293,0.14891945215115912,0.42413372093023266,0.18568083275770969,7,20.438950000000002,7.5981919380750425,-1,-1,143.07265,4,0.145,85.375,0.035,"Classical"
"TRZXARZ1447C741CCA",188,3.0321643085106387,0.23091288751676556,0.46208510638297851,0.20676789122591055,745,0.76626217449664424,0.027961166874608333,0.45170738255033627,0.21489623595441848,1490,0.38307031543624154,0.014034438724195276,0.45170738255033738,0.21489623595441876,20,28.5518365,24.368216912997813,-1,-1,571.03673,7,0.522,79.137,0.0,"Jazz"
"TRUVXXV1447C629C95",166,2.0996033132530125,0.23697789428040791,0.50012650602409636,0.19689227596220035,653,0.53533246554364478,0.016928025862984426,0.27979019908116393,0.19799277701674528,1306,0.26766623277182228,0.0084640136642585677,0.27979019908116393,0.19799277701674553,15,23.870693333333332,21.665162890310231,-1,-1,358.06041,8,0.009000000000000001,112.655,0.35100000000000003,"Jazz"
"TRMGGDL1447CBE5F82",254,1.511429409448819,0.10937135437004512,0.42944881889763792,0.20508357077674946,759,0.50704303030303033,0.017781060538503035,0.4506666666666661,0.18959578619571377,1518,0.25352151515151511,0.00889053099910685,0.45066666666666727,0.18959578619571377,16,24.375509999999998,12.529548030862385,-1,-1,390.00816,0,0.976,118.09,0.505,"World"
"TRYYKIJ1447C43C30A",55,3.1134378181818176,0.14932499045177264,0.42901818181818197,0.20460876111243859,222,0.78130896396396388,0.026648356985144658,0.2304864864864864,0.11874265191982414,444,0.39119988738738737,0.13085833276072026,0.23048648648648606,0.11874265191982412,8,22.2204075,8.2873342151287552,-1,-1,177.76327,6,0.593,77.041,0.064,"Classical"
"TRDBNZN1447CC11D7B",105,2.1857481904761906,0.50997170897213917,0.41212380952380939,0.22116172471909692,421,0.55085332541567689,0.12094565256139711,0.36153444180522554,0.17052249418416388,842,0.27560124703087885,0.11168246431778486,0.36153444180522637,0.17052249418416382,9,26.401087777777775,14.095902543656498,-1,-1,237.6098,2,0.766,135.094,0.044,"World"
"TRDNFMY1447C63F1E7",117,2.0178152991452989,1.0428246451952599,0.48025641025641019,0.20352459075036899,473,0.50691126849894286,0.24490603710881534,0.31914799154334067,0.1943024692516204,946,0.25373049682875254,0.15451072012613493,0.31914799154334056,0.19430246925162034,10,25.727999000000001,15.260020642808744,-1,-1,257.28,10,0.6890000000000001,76.554,0.042,"Jazz"
"TRBMMEL1447C80EBE0",156,1.6372451282051284,0.13213267562784464,0.40460897435897447,0.22930848032776746,468,0.55049232905982892,0.015489095292956435,0.33460470085470051,0.19341548801361022,936,0.27496476495726491,0.092219058387402492,0.3346047008547014,0.19341548801361047,9,28.618594444444447,37.008827579133396,-1,-1,257.56735,3,0.34800000000000003,106.825,0.01,"Jazz"
"TRCFLHF1447C8AEFA0",81,3.0839485185185187,0.80213119495582708,0.43575308641975319,0.22661107874283762,323,0.78005015479876172,0.18718624572804304,0.36819814241486082,0.29553275249692207,646,0.39002507739938075,0.093593122931006759,0.3681981424148611,0.29553275249692174,15,17.068409333333332,9.0820393380271636,-1,-1,256.02612,3,0.493,62.743,0.02,"R&B"
"TRJKSVA1447CAE80F8",72,1.8115651388888887,0.085376559608221658,0.44772222222222235,0.20200448442644792,293,0.45467010238907851,0.016099207927533339,0.48321843003412995,0.18319315996588426,586,0.22733503412969269,0.0080496113201184404,0.48321843003412951,0.18319315996588437,6,22.678638333333335,17.814184676262357,-1,-1,136.07184,10,0.533,133.041,0.277,"World"
"TRRVDBF1447CAA3D2E",81,1.9482614814814818,0.14770571782868386,0.56735802469135799,0.13475302590724964,332,0.48071003012048186,0.0056152818325825842,0.81351506024096398,0.13319212191212437,664,0.24035500000000001,0.0028076815887157699,0.81351506024096487,0.13319212191212432,10,16.023509999999998,6.1481285307612099,-1,-1,160.2351,3,0.643,124.166,0.715,"World"
"TRODDYN1447C884549",152,1.901141776315789,0.7813152734796005,0.51909210526315763,0.19461924214053797,601,0.48275341098169722,0.19264737117458502,0.53629783693843536,0.18924907957973555,1202,0.24152226289517464,0.12957193086309809,0.53629783693843625,0.18924907957973516,15,19.602285999999999,15.686429080950962,-1,-1,294.03429,1,0.552,119.904,0.019,"R&B"
"TRJXVOD1447C920A85",133,1.9720192481203005,0.19160575019870638,0.50239097744360905,0.21077835825712973,525,0.50054335238095227,0.0035210060520660938,0.69886857142857106,0.19407179786494136,1050,0.25027167619047619,0.0017605068128254779,0.69886857142857084,0.19407179786494108,10,26.934858000000002,19.258805528209582,-1,-1,269.34857,6,0.093,119.968,0.8130000000000001,"R&B"
"TRXUFMS1447C468923",57,2.2539721052631583,0.046550171678385981,0.38700000000000001,0.23499369159132616,176,0.75078522727272701,0.017624787328006201,0.27150568181818202,0.15030457703213121,352,0.37606051136363627,0.12535272323287436,0.27150568181818197,0.1503045770321309,7,19.561981428571432,10.541873150294398,-1,-1,136.93388,11,0.364,80.17,0.154,"Classical"
"TRILSCA1447C86E770",223,0.95952013452914797,0.04501431514688814,0.50314798206278055,0.21937436639328917,671,0.3208900298062593,0.0058246975320949143,0.29347988077496273,0.14690240014712935,1342,0.16052823397913557,0.053580745025542616,0.29347988077496318,0.14690240014712908,9,24.23292555555556,16.784385419896218,-1,-1,218.09633,11,0.629,186.708,0.067,"R&B"
"TRMHSHH1447C6BC5A5",112,1.9312286607142857,0.10785176470090448,0.42546428571428591,0.19712083533835226,454,0.48135929515418491,0.012028342884323329,0.38914096916299562,0.2047139778491299,908,0.24084334801762111,0.080440163292405081,0.38914096916299556,0.20471397784912967,11,20.463375454545456,7.8186997192864656,-1,-1,225.09714,8,0.527,123.733,0.097,"Jazz"
"TRTZBRX1447C41CF9D",99,0.87055787878787871,0.090213267779075901,0.41658585858585861,0.18125672457611278,295,0.2950014576271186,0.0075805063721609998,0.29691186440677964,0.10328587460603778,590,0.14766508474576265,0.049321908123318423,0.29691186440677997,0.10328587460603772,6,15.438366666666665,4.2443668024872165,-1,-1,92.6302,5,0.74,203.491,0.392,"Classical"
"TRHAHUC1447C0611FE",34,2.9915214705882356,0.052951978140705798,0.47388235294117653,0.22424510811188442,139,0.74881877697841726,0.015731725881912881,0.72682014388489224,0.19853145200685587,278,0.37440931654676257,0.007865633969002828,0.72682014388489236,0.1985314520068559,6,18.512108333333334,8.7919066522084517,-1,-1,111.07265,2,0.8130000000000001,80.297,0.051000000000000004,"Classical"
"TRFBSQG1447C94E7E7",286,1.931032552447552,0.10853278611399862,0.41986713286713284,0.20409727002838202,858,0.64599008158508164,0.023322471908313928,0.17589393939393946,0.096010120802977675,1716,0.32311903846153833,0.10836020116146745,0.17589393939393891,0.09601012080297773,26,21.507818076923073,10.254795738456684,-1,-1,559.20327,7,0.109,95.845,0.037,"Classical"
"TRKUIKE1447B935D93",46,3.8203054347826084,0.16265472582592447,0.33486956521739131,0.2069489129036074,185,0.95386681081081082,0.043246918916554251,0.24538918918918912,0.13443692338644486,370,0.47693345945945942,0.021623359939176242,0.24538918918918898,0.13443692338644503,11,16.692243636363635,8.2082511731453085,-1,-1,183.61469,7,1.0,64.511,0.003,"Classical"
"TRBKVXQ1447CD41C6E",23,2.9109956521739129,0.079317881794717965,0.39869565217391306,0.16585678336984611,97,0.72784639175257737,0.021921846335889911,0.55456701030927824,0.26211478980666397,194,0.363923298969072,0.010960843543206936,0.55456701030927846,0.26211478980666403,4,17.874285,7.2994396449128205,-1,-1,71.49714,1,0.171,82.787,0.0,"Classical"
"TRFMOHC1447C1328BC",133,1.7854384962406016,0.26356203533498235,0.47623308270676684,0.19880802268263245,521,0.46008264875239924,0.019305462581831696,0.38914011516314778,0.16727615042826047,1042,0.23004133397312854,0.0096527142983764899,0.389140115163147,0.16727615042826038,10,24.053550000000001,18.30853946462852,-1,-1,240.53551,0,0.664,129.511,0.127,"Classical"
"TRMVDJX1447C53D1F2",145,1.3512248275862069,0.030449110447421098,0.48497241379310352,0.21372221561152163,584,0.33779143835616432,0.0079827847725999889,0.41354794520547966,0.15666692407307159,1168,0.16898857020547942,0.056445224496125712,0.41354794520547911,0.15666692407307142,10,19.745957000000001,8.2425112222162618,-1,-1,197.45959,9,0.837,178.001,0.155,"Blues"
"TRLQFPY1447C96BA1D",171,1.8125645029239765,0.28450556432171248,0.47156140350877196,0.2027265912282171,686,0.45522467930029153,0.069274224951863611,0.24108017492711362,0.1263518422209286,1372,0.22772482507288622,0.084203636303073121,0.24108017492711384,0.12635184222092874,9,35.247889999999998,25.74431449666379,-1,-1,317.23102,2,0.077,122.627,0.109,"Rock"
"TRAXWTL1447C8B31B6",70,1.9982678571428567,0.23301022254639839,0.54722857142857151,0.22784507088486819,275,0.51247938181818165,0.0098569234726218098,0.68077454545454541,0.14614493455991104,550,0.2556444727272727,0.01091909102086619,0.68077454545454397,0.14614493455991087,4,35.213059999999999,32.804973637966086,-1,-1,140.85224,0,0.25,117.33,0.75,"R&B"
"TRNBERB1447C43F757",29,2.1367541379310344,0.040012213610970869,0.41041379310344839,0.21731060199811875,122,0.53203024590163939,0.01410707330216431,0.30849999999999989,0.250847162990391,244,0.26666286885245893,0.088769975142790308,0.3085,0.25084716299039111,4,17.763267499999998,6.5410407096171443,-1,-1,71.05306,4,0.47600000000000003,113.047,0.146,"Classical"
"TREUJJN1447CB03328",100,1.8951531000000004,0.17131841690661884,0.55730000000000002,0.19189880145535043,401,0.47993433915211958,0.0023061564843611855,0.59198004987531139,0.11821245340760798,802,0.23996716957605976,0.0011530839462952365,0.5919800498753115,0.11821245340760782,6,32.284443333333336,18.066119463727926,-1,-1,193.70667,8,0.273,125.055,0.88,"World"
"TREWRFJ1447CC247C0",20,1.8868144999999994,0.039430650955189384,0.50144999999999995,0.27527631118568846,83,0.47118855421686734,0.010974781731510131,0.26148192771084339,0.12842562532320961,166,0.23653813253012035,0.078730965981269829,0.2614819277108435,0.12842562532320967,3,13.278910000000002,4.4133733893549802,-1,-1,39.83673,11,0.406,127.974,0.33,"World"
"TRGIBGI1447C694FF9",59,3.2050832203389823,0.099922617999802316,0.43403389830508471,0.19929153894476481,240,0.8008792916666666,0.026760542297972978,0.52981250000000046,0.22150720983845346,480,0.40043962499999991,0.013380329929641022,0.52981249999999946,0.22150720983845351,10,19.550039999999999,8.6247723136880552,-1,-1,195.50041,10,0.149,73.088,0.156,"Jazz"
"TRSSBGM1447BC0F26D",33,2.099865454545454,0.057679934859528555,0.36506060606060614,0.23301371261429951,102,0.70017999999999991,0.01995415760893832,0.24851960784313726,0.15084661280892139,204,0.34914843137254892,0.01444405676985494,0.24851960784313726,0.15084661280892142,5,14.356898000000001,6.0350234930028241,-1,-1,71.78449,4,0.6000000000000001,86.482,0.08,"Classical"
"TRBCGTS1447CC284CE",137,1.5619839416058394,0.10567338210350705,0.57227007299270072,0.17281070626342787,552,0.39281715579710147,0.0087514110906287568,0.40607246376811595,0.14028426821430331,1104,0.19640857789855071,0.0043757070512823468,0.40607246376811512,0.14028426821430343,9,24.209705555555551,8.7903406325530735,-1,-1,217.88735,5,0.549,152.096,0.718,"World"
"TRKWNAB1447C472179",56,1.8119635714285713,0.058224284802960921,0.40914285714285714,0.17414725179032384,228,0.45289035087719293,0.014789118476619175,0.57959210526315785,0.19557455914123181,456,0.226445197368421,0.0073945702552136311,0.57959210526315852,0.19557455914123176,5,21.310692,7.2159098325392073,-1,-1,106.55347,4,1.0,132.643,0.23900000000000002,"Classical"
"TREPYUE1447CA23188",122,1.917948524590164,0.12312522878515433,0.55495901639344269,0.20440250381598959,489,0.48364646216768908,0.0035423470837942297,0.27914314928425349,0.10650581538459018,978,0.24182323108384454,0.001771176919086997,0.27914314928425354,0.1065058153845902,8,29.812245000000001,18.716353535189487,-1,-1,238.49796,4,0.504,124.211,0.838,"Rock"
"TRIMHTQ1447C7A150E",290,1.9404006896551727,0.13313881894683757,0.5075206896551725,0.2156525652114599,1155,0.48844133333333328,0.01034908148450229,0.50357316017316012,0.18834670197650014,2310,0.24429148917748914,0.081590476898142764,0.503573160173162,0.18834670197650025,24,23.567891249999999,10.695475002452872,-1,-1,565.62939,7,0.376,122.194,0.432,"Jazz"
"TRCUAGZ1447C66E794",46,2.6850147826086959,1.2986336385429835,0.43882608695652187,0.21255048549624178,183,0.68188830601092898,0.31803167302293062,0.21644808743169405,0.18319632123442994,366,0.34094418032786883,0.15901581042732266,0.2164480874316938,0.18319632123442986,5,26.211266000000002,11.870131148359903,-1,-1,131.05633,0,0.458,56.196,0.043000000000000003,"Jazz"
"TROHOZY1447CBF9613",203,3.0127101970443348,0.27628940184235068,0.43053201970443322,0.18865910745828118,811,0.75798541307028344,0.052840438965412517,0.27979161528976559,0.17982528094873362,1622,0.37915844636251533,0.12939517912319348,0.27979161528976637,0.17982528094873382,28,22.52781357142857,9.9111885669671356,-1,-1,630.77878,9,0.152,76.644,0.082,"Classical"
"TRDUBLJ1447CA6DE5D",333,1.0787652252252251,0.13403408434458169,0.40636636636636636,0.21528035567940551,999,0.36139050050050048,0.039761294967936817,0.54184184184184148,0.19777210829090347,1998,0.18069525525525523,0.019880644419445793,0.54184184184184114,0.19777210829090353,20,18.296164000000005,7.4319651854374298,-1,-1,365.92327,7,0.598,176.434,0.135,"Classical"
"TRDQZMG14561265594",18,2.3065899999999995,0.039012330386971328,0.35905555555555557,0.19347135079966471,58,0.77325913793103418,0.019496059131799588,0.47843103448275864,0.21238612462543927,116,0.38769913793103439,0.12848191810636791,0.47843103448275859,0.21238612462543924,3,14.968163333333331,7.4372327604933517,-1,-1,44.90449,7,0.18,78.303,0.021,"Classical"
"TRMLFZA1447BACD951",99,1.7993041414141415,0.07585099683743457,0.40192929292929297,0.21568894796265622,300,0.60008706666666667,0.025999246592845048,0.30934333333333358,0.13645511638956195,600,0.30039714999999995,0.10101222938194633,0.30934333333333341,0.13645511638956193,10,18.763754999999996,8.3068274434663074,-1,-1,187.63755,3,0.9,101.327,0.031,"Classical"
"TRSZTUF1447C97F41B",200,1.9905292500000002,0.15698661474768361,0.47997999999999991,0.2045322214224449,796,0.50207018844221107,0.014419259797409611,0.21627010050251233,0.11246093083963218,1592,0.25103508793969848,0.0072096278448064337,0.21627010050251247,0.1124609308396322,14,29.272254285714286,19.308388471265804,-1,-1,409.81156,1,0.631,120.034,0.498,"Rock"
"TRTDOEE1447C42192C",62,2.0656503225806451,0.1357894322336877,0.50630645161290322,0.20875503383613317,249,0.52049847389558224,0.007137098906666142,0.2879879518072288,0.11578062214931656,498,0.26024925702811241,0.0035685324357753877,0.28798795180722914,0.11578062214931652,8,16.953468749999999,9.2020673086899851,-1,-1,135.62776,5,0.807,115.383,0.487,"Classical"
"TRKFRWL1447C8B89D8",119,2.5827137815126053,0.50040337703317417,0.47682352941176476,0.20062547770288208,474,0.65603033755274254,0.10902897571497079,0.49036075949367108,0.18037512078604218,948,0.32801518987341771,0.054514478232752711,0.49036075949367114,0.18037512078604206,17,18.46549823529412,10.18873667928592,-1,-1,313.91347,4,0.165,98.962,0.151,"R&B"
"TRBMTIQ1447CD0B2E6",34,2.8332552941176465,0.043781933571581708,0.45658823529411774,0.18945744790710667,142,0.70841957746478856,0.012195582776484422,0.40079577464788746,0.16263077246068933,284,0.35420971830985915,0.0060978160999046295,0.40079577464788735,0.16263077246068922,6,17.510749999999998,13.455204645644253,-1,-1,105.06449,10,0.513,84.798,0.199,"World"
"TRSTDIA1447C4EF9EC",148,1.6218490540540538,0.63670555476348145,0.42758108108108123,0.20365192925853456,594,0.41039621212121213,0.16128378973079752,0.19980639730639727,0.10972133922946251,1188,0.20519809764309763,0.080641871239787374,0.19980639730639713,0.10972133922946253,13,19.312526923076923,8.3034102429806929,-1,-1,251.06286,10,0.244,73.797,0.033,"Classical"
"TRRPGEK1447C72C520",133,1.7703032330827067,0.1439278778063792,0.41238345864661669,0.22004103246209589,535,0.44190037383177561,0.009168580391876742,0.44397383177570049,0.15612945523462099,1070,0.22095018691588783,0.0045842915414516759,0.44397383177570093,0.15612945523462132,9,26.758094444444438,12.609559337441937,-1,-1,240.82286,0,0.448,136.608,0.722,"Jazz"
"TRZGNIH1447C45AB73",36,1.7276886111111112,0.21947953922800559,0.40577777777777785,0.18216538747814234,147,0.4406511564625849,0.011733040417475122,0.18882312925170072,0.088036765718073354,294,0.22032551020408159,0.0058665809189396845,0.18882312925170069,0.088036765718073409,3,23.02258333333333,10.667385399494833,-1,-1,69.06776,4,0.588,136.944,0.08,"Classical"
"TRLRYKG145612E5145",33,1.3959033333333331,0.0405209425588616,0.41545454545454552,0.20657320822925396,103,0.46623184466019413,0.015421560795650192,0.24187378640776705,0.12838501557996926,206,0.23393970873786399,0.078350500149658608,0.24187378640776697,0.12838501557996918,2,25.443264999999997,15.354004999999999,-1,-1,50.88653,10,0.636,129.304,0.111,"Classical"
"TRWTMYQ1447CC2CCBE",89,2.24476011235955,0.25767811566176724,0.48669662921348328,0.18091182311127921,355,0.57080692957746471,0.012344625009648749,0.49729859154929618,0.16974290708320786,710,0.28567607042253518,0.095370145980896562,0.49729859154929551,0.16974290708320763,9,22.584307777777777,12.313028453086934,-1,-1,203.25878,6,0.92,105.95,0.556,"World"
"TRKBJUS1447CD04039",120,1.75966125,0.19247040981045405,0.4845166666666666,0.21351580672686093,480,0.44198833333333332,0.033087971608106927,0.63201041666666691,0.19527933490641808,960,0.22115165624999999,0.0757129571203152,0.63201041666666613,0.19527933490641847,13,16.736452307692304,11.744764152480329,-1,-1,217.57388,3,0.261,141.91,0.117,"World"
"TRTYUXG1447C42A4DE",173,1.6547872254335261,0.021944492464561708,0.52042196531791907,0.24510307135343887,522,0.55152337164750942,0.0079206959698824575,0.49533524904214526,0.18707709564604494,1044,0.27576167624521064,0.0039603315786925289,0.4953352490421456,0.18707709564604505,17,17.396014117647059,7.303052847189849,-1,-1,295.73224,0,0.783,108.726,0.366,"Blues"
"TRZCYTN1447CB2EBD7",119,1.4868815126050419,0.1848562460679031,0.41428571428571415,0.18474693765361572,363,0.49590526170798899,0.061711475571550121,0.19801652892561972,0.13206901840367941,726,0.24795261707988972,0.030855726282013891,0.19801652892561991,0.13206901840367949,8,22.563265000000001,15.627380983271797,-1,-1,180.50612,9,0.7010000000000001,107.514,0.111,"World"
